Timestamp,Ticker,Price,Size,Side
1756736339.0085514,STOCK_1095_PE,55.2,2,BUY
1756736339.0099978,STOCK_1095_PE,55.2,8,BUY
1756736339.0162444,STOCK_1095_PE,55.2,2,BUY
1756736339.0232584,STOCK_1095_PE,53.95,10,BUY
1756736339.0293813,STOCK_1095_PE,53.95,10,BUY
1756736339.0357537,STOCK_1095_PE,53.95,10,BUY
1756736339.0424027,STOCK_1095_PE,53.95,10,BUY
1756736339.0487854,STOCK_1095_PE,53.95,5,BUY
1756736339.0551655,STOCK_1095_PE,55.25,10,BUY
1756736339.0610533,STOCK_1095_PE,55.25,10,BUY
1756736339.0670867,STOCK_1095_PE,55.25,10,BUY
1756736339.0737884,STOCK_1095_PE,55.25,10,BUY
1756736339.0802453,STOCK_1095_PE,55.25,10,BUY
1756736339.0870292,STOCK_1095_PE,55.25,10,BUY
1756736339.3374171,STOCK_1095_PE,55.25,10,BUY
1756736339.4064937,STOCK_1095_PE,55.3,10,BUY
1756736339.473085,STOCK_1095_PE,55.3,10,BUY
1756736339.540422,STOCK_1095_PE,55.3,3,BUY
1756736339.613111,STOCK_1095_PE,54.75,10,BUY
1756736339.683164,STOCK_1095_PE,54.75,3,BUY
1756736339.7543697,STOCK_1095_PE,54.25,10,BUY
1756736339.8250077,STOCK_1095_PE,54.25,10,BUY
1756736339.8948066,STOCK_1095_PE,54.25,10,BUY
1756736339.9660194,STOCK_1095_PE,54.25,6,BUY
1756736340.0415075,STOCK_1095_PE,54.35,10,BUY
1756736340.1087902,STOCK_1095_PE,54.35,3,BUY
1756736340.1739328,STOCK_1095_PE,53.85,10,BUY
