macd_signal,rsi_signal,stoch_signal,status_signal,adx_signal,output
-1,0.25,-0.4,0.04867317937714441,73.67073551249594,-1
-1,0.25,-0.4,0.20879949740587567,76.58187728692688,-1
0,0.25,-0.4,0.07603344424859827,79.10486682476703,-1
0,0.25,-0.4,-0.06297917745385415,81.53936948966039,-1
0,0.25,-0.4,-0.2987116036210582,83.82568904707055,0
0,-0.5,-0.4,-1.0,85.9480247030351,1
0,-0.5,-0.4,-0.9999999999999838,87.7932287686504,1
0,-0.5,-0.4,-1.000000000000015,89.39534463117661,0
0,-0.5,-0.4,-0.9999999999999868,90.78945612387419,1
0,-0.5,-0.4,-1.0,92.0019793413071,0
0,-0.5,-0.7,-0.9740598186318493,93.05283279641564,0
0,-0.75,-1.5,-0.9781239097919356,93.96357245750971,1
0,-1.5,-1.5,-0.9999999999999897,94.75703648574174,1
0,-1.5,-1.5,-1.0,95.44544420993287,1
0,-1.5,-1.5,-0.91203429975513,96.0420642375652,0
0,-1.5,-1.5,-0.9224004985603916,96.55913492817987,0
0,-1.5,-1.5,-0.6053257766815795,97.00726286004593,0
0,-1.5,-1.5,-0.5001394950260329,97.39564040099651,0
1,-1.5,-1.5,-0.514418654268684,97.73223426982035,0
1,-1.5,-1.5,-0.46388340092202257,98.02394895613435,0
1,-1.5,-1.5,-0.4096530370715397,98.2767683509398,0
1,-1.5,-1.5,-0.4736685022659911,98.49587849310454,0
1,-1.5,-1.5,-0.544915114591464,98.68577394964731,-1
1,-1.5,-0.7,-0.342180979406933,91.83491239019222,0
1,-1.5,-0.39999999999999997,-0.30246459221543665,82.91908776412842,-1
1,-0.65,-0.39999999999999997,-0.17888291163599523,74.40817169212961,-1
1,-0.65,-0.39999999999999997,-0.16869035708258381,67.38222284773981,-1
1,-0.65,-0.39999999999999997,-0.13109314984305961,62.56007525781608,-1
1,-0.65,-0.39999999999999997,-0.11687963359011201,58.84205648815012,-1
1,-0.65,-0.39999999999999997,-0.05837105826034202,57.29900427471512,-1
1,-0.65,-0.39999999999999997,0.13743710125349454,58.96216195378122,-1
1,-0.65,-0.39999999999999997,0.06947582030918913,60.40356527563851,-1
1,-0.65,-0.39999999999999997,0.1978467633929401,62.25388670810439,-1
1,-0.65,0.0,0.14075948322878257,63.857498616241486,-1
